PRODUCTNAME,CATEGORY,MONTH,MONTHLYREVENUE,MONTHLYREVENUERANK,PREVIOUSMONTHSREVENUE,FIRSTMONTHREVENUE,TOTALREVENUE
WWI Screen 113in M1610 White,Computers,2019-12-01,598.00,707,299.00,299.00,5980.00
WWI Screen 113in M1610 White,Computers,2020-02-01,2990.00,211,598.00,299.00,8970.00
WWI Screen 125in M1611 Black,Computers,2016-08-01,2754.00,48,,2754.00,2754.00
WWI Screen 125in M1611 Black,Computers,2017-06-01,918.00,164,2754.00,2754.00,3672.00
WWI Screen 125in M1611 Black,Computers,2017-09-01,918.00,186,918.00,2754.00,4590.00
WWI Screen 125in M1611 Black,Computers,2017-12-01,7344.00,30,918.00,2754.00,11934.00
WWI Screen 125in M1611 Black,Computers,2018-12-01,1377.00,397,7344.00,2754.00,13311.00
WWI Screen 125in M1611 Black,Computers,2019-06-01,1836.00,201,1377.00,2754.00,15147.00
WWI Screen 125in M1611 Black,Computers,2019-08-01,4590.00,81,1836.00,2754.00,19737.00
WWI Screen 125in M1611 Black,Computers,2019-10-01,918.00,430,4590.00,2754.00,20655.00
WWI Screen 125in M1611 Black,Computers,2019-11-01,4131.00,98,918.00,2754.00,24786.00
WWI Screen 125in M1611 Black,Computers,2019-12-01,3672.00,178,4131.00,2754.00,28458.00
WWI Screen 125in M1611 Black,Computers,2020-02-01,918.00,503,3672.00,2754.00,29376.00
WWI Screen 125in M1611 Silver,Computers,2016-03-01,918.00,83,,918.00,918.00
WWI Screen 125in M1611 Silver,Computers,2016-08-01,1377.00,92,918.00,918.00,2295.00
WWI Screen 125in M1611 Silver,Computers,2017-02-01,918.00,215,1377.00,918.00,3213.00
WWI Screen 125in M1611 Silver,Computers,2018-05-01,918.00,278,918.00,918.00,4131.00
WWI Screen 125in M1611 Silver,Computers,2018-10-01,459.00,491,918.00,918.00,4590.00
WWI Screen 125in M1611 Silver,Computers,2018-12-01,2754.00,210,459.00,918.00,7344.00
WWI Screen 125in M1611 Silver,Computers,2019-02-01,3672.00,138,2754.00,918.00,11016.00
WWI Screen 125in M1611 Silver,Computers,2019-05-01,459.00,571,3672.00,918.00,11475.00
WWI Screen 125in M1611 Silver,Computers,2019-07-01,5967.00,49,459.00,918.00,17442.00
WWI Screen 125in M1611 Silver,Computers,2020-01-01,2295.00,263,5967.00,918.00,19737.00
WWI Screen 125in M1611 Silver,Computers,2020-04-01,1836.00,35,2295.00,918.00,21573.00
WWI Screen 125in M1611 Silver,Computers,2020-05-01,2295.00,104,1836.00,918.00,23868.00
WWI Screen 125in M1611 Silver,Computers,2020-09-01,2295.00,56,2295.00,918.00,26163.00
WWI Screen 125in M1611 White,Computers,2016-06-01,459.00,273,,459.00,459.00
WWI Screen 125in M1611 White,Computers,2016-08-01,1377.00,92,459.00,459.00,1836.00
WWI Screen 125in M1611 White,Computers,2017-07-01,1377.00,104,1377.00,459.00,3213.00
WWI Screen 125in M1611 White,Computers,2018-05-01,459.00,436,1377.00,459.00,3672.00
WWI Screen 125in M1611 White,Computers,2019-01-01,2295.00,242,459.00,459.00,5967.00
WWI Screen 125in M1611 White,Computers,2019-02-01,1377.00,358,2295.00,459.00,7344.00
WWI Screen 125in M1611 White,Computers,2019-05-01,918.00,413,1377.00,459.00,8262.00
WWI Screen 125in M1611 White,Computers,2019-07-01,2295.00,166,918.00,459.00,10557.00
WWI Screen 125in M1611 White,Computers,2019-09-01,918.00,414,2295.00,459.00,11475.00
WWI Screen 125in M1611 White,Computers,2019-10-01,459.00,608,918.00,459.00,11934.00
WWI Screen 125in M1611 White,Computers,2019-11-01,1377.00,307,459.00,459.00,13311.00
WWI Screen 125in M1611 White,Computers,2019-12-01,1377.00,456,1377.00,459.00,14688.00
WWI Screen 125in M1611 White,Computers,2020-02-01,3213.00,193,1377.00,459.00,17901.00
WWI Screen 125in M1611 White,Computers,2020-06-01,918.00,208,3213.00,459.00,18819.00
WWI Screen 125in M1611 White,Computers,2020-10-01,459.00,128,918.00,459.00,19278.00
WWI Screen 85in E1010 Black,Computers,2016-09-01,278.00,323,,278.00,278.00
WWI Screen 85in E1010 Black,Computers,2016-12-01,278.00,477,278.00,278.00,556.00
WWI Screen 85in E1010 Black,Computers,2017-06-01,417.00,268,278.00,278.00,973.00
WWI Screen 85in E1010 Black,Computers,2017-07-01,695.00,179,417.00,278.00,1668.00
WWI Screen 85in E1010 Black,Computers,2018-01-01,417.00,408,695.00,278.00,2085.00
WWI Screen 85in E1010 Black,Computers,2018-02-01,139.00,651,417.00,278.00,2224.00
WWI Screen 85in E1010 Black,Computers,2018-06-01,834.00,301,139.00,278.00,3058.00
WWI Screen 85in E1010 Black,Computers,2018-10-01,1390.00,259,834.00,278.00,4448.00
WWI Screen 85in E1010 Black,Computers,2019-02-01,1112.00,421,1390.00,278.00,5560.00
WWI Screen 85in E1010 Black,Computers,2019-06-01,278.00,632,1112.00,278.00,5838.00
WWI Screen 85in E1010 Black,Computers,2019-10-01,695.00,503,278.00,278.00,6533.00
WWI Screen 85in E1010 Black,Computers,2019-11-01,139.00,796,695.00,278.00,6672.00
WWI Screen 85in E1010 Black,Computers,2019-12-01,417.00,814,139.00,278.00,7089.00
WWI Screen 85in E1010 Black,Computers,2020-10-01,139.00,204,417.00,278.00,7228.00
WWI Screen 85in E1010 White,Computers,2016-07-01,278.00,264,,278.00,278.00
WWI Screen 85in E1010 White,Computers,2016-10-01,139.00,389,278.00,278.00,417.00
WWI Screen 85in E1010 White,Computers,2016-11-01,556.00,249,139.00,278.00,973.00
WWI Screen 85in E1010 White,Computers,2017-01-01,139.00,432,556.00,278.00,1112.00
WWI Screen 85in E1010 White,Computers,2017-05-01,139.00,394,139.00,278.00,1251.00
WWI Screen 85in E1010 White,Computers,2017-06-01,139.00,385,139.00,278.00,1390.00
WWI Screen 85in E1010 White,Computers,2018-01-01,556.00,343,139.00,278.00,1946.00
WWI Screen 85in E1010 White,Computers,2018-05-01,556.00,395,556.00,278.00,2502.00
WWI Screen 85in E1010 White,Computers,2018-06-01,278.00,473,556.00,278.00,2780.00
WWI Screen 85in E1010 White,Computers,2018-08-01,834.00,310,278.00,278.00,3614.00
WWI Screen 85in E1010 White,Computers,2018-10-01,834.00,368,834.00,278.00,4448.00
WWI Screen 85in E1010 White,Computers,2018-12-01,695.00,571,834.00,278.00,5143.00
WWI Screen 85in E1010 White,Computers,2019-05-01,139.00,821,695.00,278.00,5282.00
WWI Screen 85in E1010 White,Computers,2019-08-01,139.00,791,139.00,278.00,5421.00
WWI Screen 85in E1010 White,Computers,2019-09-01,139.00,789,139.00,278.00,5560.00
WWI Screen 85in E1010 White,Computers,2019-10-01,1251.00,348,139.00,278.00,6811.00
WWI Screen 85in E1010 White,Computers,2020-11-01,695.00,108,1251.00,278.00,7506.00
WWI Screen 85in E1010 White,Computers,2021-02-01,417.00,232,695.00,278.00,7923.00
WWI Stereo Bluetooth Headphones E1000 Black,Audio,2016-02-01,539.20,304,,539.20,539.20
WWI Stereo Bluetooth Headphones E1000 Black,Audio,2016-06-01,471.80,268,539.20,539.20,1011.00
WWI Stereo Bluetooth Headphones E1000 Black,Audio,2016-07-01,202.20,290,471.80,539.20,1213.20
WWI Stereo Bluetooth Headphones E1000 Black,Audio,2016-10-01,67.40,431,202.20,539.20,1280.60
WWI Stereo Bluetooth Headphones E1000 Black,Audio,2016-11-01,404.40,287,67.40,539.20,1685.00
WWI Stereo Bluetooth Headphones E1000 Black,Audio,2016-12-01,134.80,586,404.40,539.20,1819.80
WWI Stereo Bluetooth Headphones E1000 Black,Audio,2017-05-01,404.40,269,134.80,539.20,2224.20
WWI Stereo Bluetooth Headphones E1000 Black,Audio,2017-06-01,269.60,324,404.40,539.20,2493.80
WWI Stereo Bluetooth Headphones E1000 Black,Audio,2017-08-01,404.40,266,269.60,539.20,2898.20
WWI Stereo Bluetooth Headphones E1000 Black,Audio,2017-09-01,741.40,213,404.40,539.20,3639.60
WWI Stereo Bluetooth Headphones E1000 Black,Audio,2017-10-01,134.80,424,741.40,539.20,3774.40
WWI Stereo Bluetooth Headphones E1000 Black,Audio,2017-11-01,404.40,299,134.80,539.20,4178.80
WWI Stereo Bluetooth Headphones E1000 Black,Audio,2017-12-01,269.60,576,404.40,539.20,4448.40
WWI Stereo Bluetooth Headphones E1000 Black,Audio,2018-01-01,134.80,552,269.60,539.20,4583.20
WWI Stereo Bluetooth Headphones E1000 Black,Audio,2018-02-01,1011.00,293,134.80,539.20,5594.20
WWI Stereo Bluetooth Headphones E1000 Black,Audio,2018-03-01,67.40,319,1011.00,539.20,5661.60
WWI Stereo Bluetooth Headphones E1000 Black,Audio,2018-06-01,876.20,291,67.40,539.20,6537.80
WWI Stereo Bluetooth Headphones E1000 Black,Audio,2018-07-01,134.80,548,876.20,539.20,6672.60
WWI Stereo Bluetooth Headphones E1000 Black,Audio,2018-08-01,943.60,267,134.80,539.20,7616.20
WWI Stereo Bluetooth Headphones E1000 Black,Audio,2018-09-01,202.20,564,943.60,539.20,7818.40
WWI Stereo Bluetooth Headphones E1000 Black,Audio,2018-10-01,943.60,339,202.20,539.20,8762.00
WWI Stereo Bluetooth Headphones E1000 Black,Audio,2018-11-01,269.60,615,943.60,539.20,9031.60
WWI Stereo Bluetooth Headphones E1000 Black,Audio,2018-12-01,404.40,718,269.60,539.20,9436.00
WWI Stereo Bluetooth Headphones E1000 Black,Audio,2019-01-01,808.80,493,404.40,539.20,10244.80
WWI Stereo Bluetooth Headphones E1000 Black,Audio,2019-02-01,943.60,465,808.80,539.20,11188.40
WWI Stereo Bluetooth Headphones E1000 Black,Audio,2019-03-01,134.80,497,943.60,539.20,11323.20
WWI Stereo Bluetooth Headphones E1000 Black,Audio,2019-05-01,674.00,492,134.80,539.20,11997.20
WWI Stereo Bluetooth Headphones E1000 Black,Audio,2019-06-01,539.20,485,674.00,539.20,12536.40
WWI Stereo Bluetooth Headphones E1000 Black,Audio,2019-07-01,337.00,603,539.20,539.20,12873.40
WWI Stereo Bluetooth Headphones E1000 Black,Audio,2019-08-01,1145.80,346,337.00,539.20,14019.20
WWI Stereo Bluetooth Headphones E1000 Black,Audio,2019-10-01,1213.20,351,1145.80,539.20,15232.40
WWI Stereo Bluetooth Headphones E1000 Black,Audio,2019-11-01,202.20,735,1213.20,539.20,15434.60
WWI Stereo Bluetooth Headphones E1000 Black,Audio,2019-12-01,471.80,775,202.20,539.20,15906.40
WWI Stereo Bluetooth Headphones E1000 Black,Audio,2020-01-01,1482.80,353,471.80,539.20,17389.20
WWI Stereo Bluetooth Headphones E1000 Black,Audio,2020-02-01,1078.40,458,1482.80,539.20,18467.60
WWI Stereo Bluetooth Headphones E1000 Black,Audio,2020-05-01,471.80,358,1078.40,539.20,18939.40
WWI Stereo Bluetooth Headphones E1000 Black,Audio,2020-06-01,606.60,267,471.80,539.20,19546.00
WWI Stereo Bluetooth Headphones E1000 Black,Audio,2020-08-01,67.40,325,606.60,539.20,19613.40
WWI Stereo Bluetooth Headphones E1000 Black,Audio,2020-09-01,67.40,295,67.40,539.20,19680.80
WWI Stereo Bluetooth Headphones E1000 Black,Audio,2020-12-01,134.80,404,67.40,539.20,19815.60
WWI Stereo Bluetooth Headphones E1000 Black,Audio,2021-01-01,134.80,352,134.80,539.20,19950.40
WWI Stereo Bluetooth Headphones E1000 Black,Audio,2021-02-01,471.80,222,134.80,539.20,20422.20
WWI Stereo Bluetooth Headphones E1000 Blue,Audio,2016-02-01,674.00,260,,674.00,674.00
WWI Stereo Bluetooth Headphones E1000 Blue,Audio,2016-03-01,202.20,184,674.00,674.00,876.20
WWI Stereo Bluetooth Headphones E1000 Blue,Audio,2016-08-01,67.40,369,202.20,674.00,943.60
WWI Stereo Bluetooth Headphones E1000 Blue,Audio,2016-09-01,269.60,327,67.40,674.00,1213.20
WWI Stereo Bluetooth Headphones E1000 Blue,Audio,2016-10-01,202.20,358,269.60,674.00,1415.40
WWI Stereo Bluetooth Headphones E1000 Blue,Audio,2016-12-01,67.40,647,202.20,674.00,1482.80
WWI Stereo Bluetooth Headphones E1000 Blue,Audio,2017-02-01,876.20,226,67.40,674.00,2359.00
WWI Stereo Bluetooth Headphones E1000 Blue,Audio,2017-05-01,404.40,269,876.20,674.00,2763.40
WWI Stereo Bluetooth Headphones E1000 Blue,Audio,2017-06-01,471.80,255,404.40,674.00,3235.20
WWI Stereo Bluetooth Headphones E1000 Blue,Audio,2017-07-01,134.80,344,471.80,674.00,3370.00
WWI Stereo Bluetooth Headphones E1000 Blue,Audio,2017-08-01,337.00,290,134.80,674.00,3707.00
WWI Stereo Bluetooth Headphones E1000 Blue,Audio,2017-09-01,606.60,233,337.00,674.00,4313.60
WWI Stereo Bluetooth Headphones E1000 Blue,Audio,2017-11-01,943.60,191,606.60,674.00,5257.20
WWI Stereo Bluetooth Headphones E1000 Blue,Audio,2017-12-01,67.40,761,943.60,674.00,5324.60
WWI Stereo Bluetooth Headphones E1000 Blue,Audio,2018-01-01,606.60,320,67.40,674.00,5931.20
WWI Stereo Bluetooth Headphones E1000 Blue,Audio,2018-03-01,67.40,319,606.60,674.00,5998.60
WWI Stereo Bluetooth Headphones E1000 Blue,Audio,2018-05-01,539.20,398,67.40,674.00,6537.80
WWI Stereo Bluetooth Headphones E1000 Blue,Audio,2018-06-01,1078.40,248,539.20,674.00,7616.20
WWI Stereo Bluetooth Headphones E1000 Blue,Audio,2018-07-01,539.20,350,1078.40,674.00,8155.40
WWI Stereo Bluetooth Headphones E1000 Blue,Audio,2018-08-01,67.40,677,539.20,674.00,8222.80
WWI Stereo Bluetooth Headphones E1000 Blue,Audio,2018-09-01,674.00,352,67.40,674.00,8896.80
WWI Stereo Bluetooth Headphones E1000 Blue,Audio,2018-10-01,337.00,539,674.00,674.00,9233.80
WWI Stereo Bluetooth Headphones E1000 Blue,Audio,2018-11-01,337.00,580,337.00,674.00,9570.80
WWI Stereo Bluetooth Headphones E1000 Blue,Audio,2018-12-01,1011.00,465,337.00,674.00,10581.80
WWI Stereo Bluetooth Headphones E1000 Blue,Audio,2019-01-01,337.00,726,1011.00,674.00,10918.80
WWI Stereo Bluetooth Headphones E1000 Blue,Audio,2019-02-01,1348.00,360,337.00,674.00,12266.80
WWI Stereo Bluetooth Headphones E1000 Blue,Audio,2019-03-01,606.60,292,1348.00,674.00,12873.40
WWI Stereo Bluetooth Headphones E1000 Blue,Audio,2019-05-01,202.20,733,606.60,674.00,13075.60
WWI Stereo Bluetooth Headphones E1000 Blue,Audio,2019-06-01,943.60,364,202.20,674.00,14019.20
WWI Stereo Bluetooth Headphones E1000 Blue,Audio,2019-07-01,674.00,454,943.60,674.00,14693.20
WWI Stereo Bluetooth Headphones E1000 Blue,Audio,2019-08-01,2022.00,209,674.00,674.00,16715.20
WWI Stereo Bluetooth Headphones E1000 Blue,Audio,2019-09-01,134.80,797,2022.00,674.00,16850.00
WWI Stereo Bluetooth Headphones E1000 Blue,Audio,2019-10-01,134.80,873,134.80,674.00,16984.80
WWI Stereo Bluetooth Headphones E1000 Blue,Audio,2019-11-01,943.60,386,134.80,674.00,17928.40
WWI Stereo Bluetooth Headphones E1000 Blue,Audio,2019-12-01,404.40,823,943.60,674.00,18332.80
WWI Stereo Bluetooth Headphones E1000 Blue,Audio,2020-01-01,808.80,518,404.40,674.00,19141.60
WWI Stereo Bluetooth Headphones E1000 Blue,Audio,2020-02-01,741.40,561,808.80,674.00,19883.00
WWI Stereo Bluetooth Headphones E1000 Blue,Audio,2020-03-01,202.20,374,741.40,674.00,20085.20
WWI Stereo Bluetooth Headphones E1000 Blue,Audio,2020-06-01,1213.20,165,202.20,674.00,21298.40
WWI Stereo Bluetooth Headphones E1000 Blue,Audio,2020-09-01,337.00,189,1213.20,674.00,21635.40
WWI Stereo Bluetooth Headphones E1000 Green,Audio,2016-01-01,134.80,400,,134.80,134.80
WWI Stereo Bluetooth Headphones E1000 Green,Audio,2016-02-01,202.20,440,134.80,134.80,337.00
WWI Stereo Bluetooth Headphones E1000 Green,Audio,2016-05-01,134.80,324,202.20,134.80,471.80
WWI Stereo Bluetooth Headphones E1000 Green,Audio,2016-09-01,134.80,380,134.80,134.80,606.60
WWI Stereo Bluetooth Headphones E1000 Green,Audio,2016-12-01,808.80,296,134.80,134.80,1415.40
WWI Stereo Bluetooth Headphones E1000 Green,Audio,2017-01-01,404.40,296,808.80,134.80,1819.80
WWI Stereo Bluetooth Headphones E1000 Green,Audio,2017-02-01,134.80,491,404.40,134.80,1954.60
WWI Stereo Bluetooth Headphones E1000 Green,Audio,2017-05-01,269.60,326,134.80,134.80,2224.20
WWI Stereo Bluetooth Headphones E1000 Green,Audio,2017-06-01,606.60,221,269.60,134.80,2830.80
WWI Stereo Bluetooth Headphones E1000 Green,Audio,2017-08-01,1011.00,159,606.60,134.80,3841.80
WWI Stereo Bluetooth Headphones E1000 Green,Audio,2017-09-01,134.80,406,1011.00,134.80,3976.60
WWI Stereo Bluetooth Headphones E1000 Green,Audio,2017-10-01,202.20,384,134.80,134.80,4178.80
WWI Stereo Bluetooth Headphones E1000 Green,Audio,2017-11-01,67.40,482,202.20,134.80,4246.20
WWI Stereo Bluetooth Headphones E1000 Green,Audio,2017-12-01,337.00,536,67.40,134.80,4583.20
WWI Stereo Bluetooth Headphones E1000 Green,Audio,2018-01-01,404.40,412,337.00,134.80,4987.60
WWI Stereo Bluetooth Headphones E1000 Green,Audio,2018-02-01,67.40,708,404.40,134.80,5055.00
WWI Stereo Bluetooth Headphones E1000 Green,Audio,2018-03-01,606.60,161,67.40,134.80,5661.60
WWI Stereo Bluetooth Headphones E1000 Green,Audio,2018-06-01,741.40,314,606.60,134.80,6403.00
WWI Stereo Bluetooth Headphones E1000 Green,Audio,2018-07-01,471.80,373,741.40,134.80,6874.80
WWI Stereo Bluetooth Headphones E1000 Green,Audio,2018-08-01,269.60,506,471.80,134.80,7144.40
WWI Stereo Bluetooth Headphones E1000 Green,Audio,2018-09-01,674.00,352,269.60,134.80,7818.40
WWI Stereo Bluetooth Headphones E1000 Green,Audio,2018-10-01,1550.20,235,674.00,134.80,9368.60
WWI Stereo Bluetooth Headphones E1000 Green,Audio,2018-11-01,1213.20,303,1550.20,134.80,10581.80
WWI Stereo Bluetooth Headphones E1000 Green,Audio,2018-12-01,269.60,837,1213.20,134.80,10851.40
WWI Stereo Bluetooth Headphones E1000 Green,Audio,2019-01-01,404.40,687,269.60,134.80,11255.80
WWI Stereo Bluetooth Headphones E1000 Green,Audio,2019-02-01,1482.80,340,404.40,134.80,12738.60
WWI Stereo Bluetooth Headphones E1000 Green,Audio,2019-03-01,471.80,336,1482.80,134.80,13210.40
WWI Stereo Bluetooth Headphones E1000 Green,Audio,2019-05-01,134.80,830,471.80,134.80,13345.20
WWI Stereo Bluetooth Headphones E1000 Green,Audio,2019-06-01,943.60,364,134.80,134.80,14288.80
WWI Stereo Bluetooth Headphones E1000 Green,Audio,2019-07-01,67.40,869,943.60,134.80,14356.20
WWI Stereo Bluetooth Headphones E1000 Green,Audio,2019-08-01,337.00,610,67.40,134.80,14693.20
WWI Stereo Bluetooth Headphones E1000 Green,Audio,2019-11-01,471.80,556,337.00,134.80,15165.00
WWI Stereo Bluetooth Headphones E1000 Green,Audio,2019-12-01,134.80,1100,471.80,134.80,15299.80
WWI Stereo Bluetooth Headphones E1000 Green,Audio,2020-01-01,1145.80,431,134.80,134.80,16445.60
WWI Stereo Bluetooth Headphones E1000 Green,Audio,2020-02-01,606.60,625,1145.80,134.80,17052.20
WWI Stereo Bluetooth Headphones E1000 Green,Audio,2020-03-01,674.00,220,606.60,134.80,17726.20
WWI Stereo Bluetooth Headphones E1000 Green,Audio,2020-04-01,134.80,143,674.00,134.80,17861.00
WWI Stereo Bluetooth Headphones E1000 Green,Audio,2020-06-01,606.60,267,134.80,134.80,18467.60
WWI Stereo Bluetooth Headphones E1000 Green,Audio,2020-07-01,876.20,152,606.60,134.80,19343.80
WWI Stereo Bluetooth Headphones E1000 Green,Audio,2020-11-01,134.80,206,876.20,134.80,19478.60
WWI Stereo Bluetooth Headphones E1000 Green,Audio,2020-12-01,337.00,302,134.80,134.80,19815.60
WWI Stereo Bluetooth Headphones E1000 Green,Audio,2021-02-01,404.40,235,337.00,134.80,20220.00
WWI Stereo Bluetooth Headphones E1000 Silver,Audio,2016-02-01,67.40,546,,67.40,67.40
WWI Stereo Bluetooth Headphones E1000 Silver,Audio,2016-03-01,269.60,168,67.40,67.40,337.00
WWI Stereo Bluetooth Headphones E1000 Silver,Audio,2016-05-01,67.40,364,269.60,67.40,404.40
WWI Stereo Bluetooth Headphones E1000 Silver,Audio,2016-06-01,134.80,376,67.40,67.40,539.20
WWI Stereo Bluetooth Headphones E1000 Silver,Audio,2016-07-01,337.00,243,134.80,67.40,876.20
WWI Stereo Bluetooth Headphones E1000 Silver,Audio,2016-08-01,404.40,221,337.00,67.40,1280.60
WWI Stereo Bluetooth Headphones E1000 Silver,Audio,2016-10-01,67.40,431,404.40,67.40,1348.00
WWI Stereo Bluetooth Headphones E1000 Silver,Audio,2016-12-01,202.20,535,67.40,67.40,1550.20
WWI Stereo Bluetooth Headphones E1000 Silver,Audio,2017-01-01,134.80,435,202.20,67.40,1685.00
WWI Stereo Bluetooth Headphones E1000 Silver,Audio,2017-02-01,471.80,327,134.80,67.40,2156.80
WWI Stereo Bluetooth Headphones E1000 Silver,Audio,2017-05-01,67.40,437,471.80,67.40,2224.20
WWI Stereo Bluetooth Headphones E1000 Silver,Audio,2017-07-01,471.80,227,67.40,67.40,2696.00
WWI Stereo Bluetooth Headphones E1000 Silver,Audio,2017-12-01,471.80,480,471.80,67.40,3167.80
WWI Stereo Bluetooth Headphones E1000 Silver,Audio,2018-01-01,134.80,552,471.80,67.40,3302.60
WWI Stereo Bluetooth Headphones E1000 Silver,Audio,2018-02-01,67.40,708,134.80,67.40,3370.00
WWI Stereo Bluetooth Headphones E1000 Silver,Audio,2018-05-01,808.80,308,67.40,67.40,4178.80
WWI Stereo Bluetooth Headphones E1000 Silver,Audio,2018-06-01,808.80,302,808.80,67.40,4987.60
WWI Stereo Bluetooth Headphones E1000 Silver,Audio,2018-07-01,606.60,316,808.80,67.40,5594.20
WWI Stereo Bluetooth Headphones E1000 Silver,Audio,2018-08-01,67.40,677,606.60,67.40,5661.60
WWI Stereo Bluetooth Headphones E1000 Silver,Audio,2018-09-01,471.80,431,67.40,67.40,6133.40
WWI Stereo Bluetooth Headphones E1000 Silver,Audio,2018-10-01,1145.80,300,471.80,67.40,7279.20
WWI Stereo Bluetooth Headphones E1000 Silver,Audio,2018-11-01,741.40,416,1145.80,67.40,8020.60
WWI Stereo Bluetooth Headphones E1000 Silver,Audio,2018-12-01,134.80,994,741.40,67.40,8155.40
WWI Stereo Bluetooth Headphones E1000 Silver,Audio,2019-01-01,1078.40,425,134.80,67.40,9233.80
WWI Stereo Bluetooth Headphones E1000 Silver,Audio,2019-02-01,404.40,688,1078.40,67.40,9638.20
WWI Stereo Bluetooth Headphones E1000 Silver,Audio,2019-05-01,943.60,407,404.40,67.40,10581.80
WWI Stereo Bluetooth Headphones E1000 Silver,Audio,2019-06-01,337.00,585,943.60,67.40,10918.80
WWI Stereo Bluetooth Headphones E1000 Silver,Audio,2019-07-01,1348.00,289,337.00,67.40,12266.80
WWI Stereo Bluetooth Headphones E1000 Silver,Audio,2019-09-01,674.00,491,1348.00,67.40,12940.80
WWI Stereo Bluetooth Headphones E1000 Silver,Audio,2019-10-01,269.60,730,674.00,67.40,13210.40
WWI Stereo Bluetooth Headphones E1000 Silver,Audio,2019-11-01,202.20,735,269.60,67.40,13412.60
WWI Stereo Bluetooth Headphones E1000 Silver,Audio,2019-12-01,1145.80,510,202.20,67.40,14558.40
WWI Stereo Bluetooth Headphones E1000 Silver,Audio,2020-01-01,1011.00,452,1145.80,67.40,15569.40
WWI Stereo Bluetooth Headphones E1000 Silver,Audio,2020-02-01,67.40,1086,1011.00,67.40,15636.80
WWI Stereo Bluetooth Headphones E1000 Silver,Audio,2020-05-01,202.20,499,67.40,67.40,15839.00
WWI Stereo Bluetooth Headphones E1000 Silver,Audio,2020-06-01,808.80,225,202.20,67.40,16647.80
WWI Stereo Bluetooth Headphones E1000 Silver,Audio,2020-08-01,741.40,138,808.80,67.40,17389.20
WWI Stereo Bluetooth Headphones E1000 Silver,Audio,2020-10-01,539.20,116,741.40,67.40,17928.40
WWI Stereo Bluetooth Headphones E1000 Silver,Audio,2020-12-01,134.80,404,539.20,67.40,18063.20
WWI Stereo Bluetooth Headphones E1000 Silver,Audio,2021-02-01,404.40,235,134.80,67.40,18467.60
WWI Stereo Bluetooth Headphones E1000 White,Audio,2016-01-01,202.20,351,,202.20,202.20
WWI Stereo Bluetooth Headphones E1000 White,Audio,2016-03-01,337.00,154,202.20,202.20,539.20
WWI Stereo Bluetooth Headphones E1000 White,Audio,2016-04-01,539.20,51,337.00,202.20,1078.40
WWI Stereo Bluetooth Headphones E1000 White,Audio,2016-06-01,606.60,223,539.20,202.20,1685.00
WWI Stereo Bluetooth Headphones E1000 White,Audio,2016-07-01,134.80,322,606.60,202.20,1819.80
WWI Stereo Bluetooth Headphones E1000 White,Audio,2016-08-01,269.60,266,134.80,202.20,2089.40
WWI Stereo Bluetooth Headphones E1000 White,Audio,2016-09-01,202.20,355,269.60,202.20,2291.60
WWI Stereo Bluetooth Headphones E1000 White,Audio,2016-10-01,269.60,319,202.20,202.20,2561.20
WWI Stereo Bluetooth Headphones E1000 White,Audio,2016-12-01,471.80,399,269.60,202.20,3033.00
WWI Stereo Bluetooth Headphones E1000 White,Audio,2017-02-01,404.40,350,471.80,202.20,3437.40
WWI Stereo Bluetooth Headphones E1000 White,Audio,2017-06-01,337.00,296,404.40,202.20,3774.40
WWI Stereo Bluetooth Headphones E1000 White,Audio,2017-07-01,134.80,344,337.00,202.20,3909.20
WWI Stereo Bluetooth Headphones E1000 White,Audio,2017-09-01,674.00,220,134.80,202.20,4583.20
WWI Stereo Bluetooth Headphones E1000 White,Audio,2017-10-01,202.20,384,674.00,202.20,4785.40
WWI Stereo Bluetooth Headphones E1000 White,Audio,2017-11-01,67.40,482,202.20,202.20,4852.80
WWI Stereo Bluetooth Headphones E1000 White,Audio,2018-02-01,269.60,549,67.40,202.20,5122.40
WWI Stereo Bluetooth Headphones E1000 White,Audio,2018-06-01,269.60,476,269.60,202.20,5392.00
WWI Stereo Bluetooth Headphones E1000 White,Audio,2018-08-01,202.20,551,269.60,202.20,5594.20
WWI Stereo Bluetooth Headphones E1000 White,Audio,2018-09-01,67.40,708,202.20,202.20,5661.60
WWI Stereo Bluetooth Headphones E1000 White,Audio,2018-10-01,202.20,620,67.40,202.20,5863.80
WWI Stereo Bluetooth Headphones E1000 White,Audio,2018-11-01,269.60,615,202.20,202.20,6133.40
WWI Stereo Bluetooth Headphones E1000 White,Audio,2018-12-01,1685.00,340,269.60,202.20,7818.40
WWI Stereo Bluetooth Headphones E1000 White,Audio,2019-01-01,539.20,612,1685.00,202.20,8357.60
WWI Stereo Bluetooth Headphones E1000 White,Audio,2019-02-01,674.00,555,539.20,202.20,9031.60
WWI Stereo Bluetooth Headphones E1000 White,Audio,2019-03-01,404.40,356,674.00,202.20,9436.00
WWI Stereo Bluetooth Headphones E1000 White,Audio,2019-05-01,741.40,472,404.40,202.20,10177.40
WWI Stereo Bluetooth Headphones E1000 White,Audio,2019-06-01,202.20,701,741.40,202.20,10379.60
WWI Stereo Bluetooth Headphones E1000 White,Audio,2019-07-01,1078.40,346,202.20,202.20,11458.00
WWI Stereo Bluetooth Headphones E1000 White,Audio,2019-08-01,606.60,488,1078.40,202.20,12064.60
